Freq.	V(out)
2.28655286155589e+02	(9.30651315366852e-03dB,-8.55367872699499e+01°)
2.33981351970965e+02	(1.04091158740907e-02dB,-8.75518128355807e+01°)
2.39431477796265e+02	(1.16234975806383e-02dB,-8.96156062174492e+01°)
2.45008553360343e+02	(1.29599465984843e-02dB,-9.17294594338118e+01°)
2.50715535702484e+02	(1.44296262386835e-02dB,-9.38947086748415e+01°)
2.56555450740268e+02	(1.60446427093774e-02dB,-9.61127366791439e+01°)
2.62531394873946e+02	(1.78181176824961e-02dB,-9.83849753031789e+01°)
2.68646536628200e+02	(1.97642657891760e-02dB,-1.00712908303340e+02°)
2.74904118332132e+02	(2.18984773323144e-02dB,-1.03098074352817e+02°)
2.81307457838390e+02	(2.42374065225179e-02dB,-1.05542070318110e+02°)
2.87859950282339e+02	(2.67990655616826e-02dB,-1.08046554823172e+02°)
2.94565069882203e+02	(2.96029249198301e-02dB,-1.10613252132814e+02°)
3.01426371781149e+02	(3.26700201719662e-02dB,-1.13243956391156e+02°)
3.08447493932263e+02	(3.60230657846862e-02dB,-1.15940536255829e+02°)
3.15632159027445e+02	(3.96865762647013e-02dB,-1.18704939974286e+02°)
3.22984176471229e+02	(4.36869951026361e-02dB,-1.21539200955307e+02°)
3.30507444400580e+02	(4.80528319599260e-02dB,-1.24445443896623e+02°)
3.38205951751734e+02	(5.28148085559526e-02dB,-1.27425891538935e+02°)
3.46083780375192e+02	(5.80060136999734e-02dB,-1.30482872127675e+02°)
3.54145107199966e+02	(6.36620678799331e-02dB,-1.33618827677091e+02°)
3.62394206448241e+02	(6.98212977409555e-02dB,-1.36836323147118e+02°)
3.70835451901630e+02	(7.65249206466921e-02dB,-1.40138056662626e+02°)
3.79473319220205e+02	(8.38172392793249e-02dB,-1.43526870927767e+02°)
3.88312388315553e+02	(9.17458458542367e-02dB,-1.47005766016262e+02°)
3.97357345779109e+02	(1.00361834934721e-01dB,-1.50577913752789e+02°)
4.06612987367042e+02	(1.09720022933923e-01dB,-1.54246673942643e+02°)
4.16084220543037e+02	(1.19879171044921e-01dB,-1.58015612758525e+02°)
4.25776067080290e+02	(1.30902206347023e-01dB,-1.61888523657130e+02°)
4.35693665724121e+02	(1.42856432906349e-01dB,-1.65869451277229e+02°)
4.45842274916606e+02	(1.55813720411137e-01dB,-1.69962718869116e+02°)
4.56227275584673e+02	(1.69850651661075e-01dB,-1.74172959927717e+02°)
4.66854173993136e+02	(1.85048601206543e-01dB,-1.78505154854502e+02°)
4.77728604664196e+02	(2.01493704373844e-01dB,1.77035326335315e+02°)
4.88856333364934e+02	(2.19276657020632e-01dB,1.72442674004110e+02°)
5.00243260164401e+02	(2.38492259043184e-01dB,1.67710580025268e+02°)
5.11895422561910e+02	(2.59238575122990e-01dB,1.62832168126526e+02°)
5.23818998688198e+02	(2.81615528937241e-01dB,1.57799911042702e+02°)
5.36020310581155e+02	(3.05722664017965e-01dB,1.52605531496773e+02°)
5.48505827537849e+02	(3.31655683844880e-01dB,1.47239883316310e+02°)
5.61282169544637e+02	(3.59501208377949e-01dB,1.41692808133594e+02°)
5.74356110787165e+02	(3.89328928895818e-01dB,1.35952962109847e+02°)
5.87734583242134e+02	(4.21179971067451e-01dB,1.30007605995138e+02°)
6.01424680352725e+02	(4.55049734645768e-01dB,1.23842350676565e+02°)
6.15433660789636e+02	(4.90862691370279e-01dB,1.17440849393292e+02°)
6.29768952299726e+02	(5.28435484837995e-01dB,1.10784427456248e+02°)
6.44438155644302e+02	(5.67423044855754e-01dB,1.03851641479331e+02°)
6.59449048629148e+02	(6.07240125167201e-01dB,9.66177644496000e+01°)
6.74809590228417e+02	(6.46947503012146e-01dB,8.90542034076713e+01°)
6.90527924804587e+02	(6.85087906974917e-01dB,8.11278782713829e+01°)
7.06612386426705e+02	(7.19451690301449e-01dB,7.28006321151024e+01°)
7.23071503289228e+02	(7.46747183785145e-01dB,6.40288186763138e+01°)
7.39914002233777e+02	(7.62148060835486e-01dB,5.47633411741132e+01°)
7.57148813376230e+02	(7.58695852948976e-01dB,4.49506186237975e+01°)
7.74785074841585e+02	(7.26561864273287e-01dB,3.45352380687819e+01°)
7.92832137609113e+02	(6.52239063759344e-01dB,2.34653607422250e+01°)
8.11299570470376e+02	(5.17865131521237e-01dB,1.17020855713112e+01°)
8.30197165102722e+02	(3.01078233886014e-01dB,-7.66528871087418e-01°)
